país,codigo legenda,texto,idioma
Chile,*chi_cyber *legenda_76,"El avance tecnológico es crucial para crear las transformaciones que nuestra sociedad necesita. La inteligencia artificial llega como aliada para darnos un sinfín de posibilidades, pero también nos plantea grandes debates. ¿Cuál es el rol de IA en materia de género?Gestionar las nuevas tecnologías acorde a nuestra realidad actual es crucial para aprovechar su uso y crear nuevas oportunidades sin promover sesgos, estereotipos y desigualdades, más aún cuando la IA posee un aprendizaje basado en la experiencia, dando posibilidades de repetir patrones históricos. López. C, 2024, El Mostrador. Desde ahí se plantea el desafío de generar espacios libres de discriminaciones y en los que prime la representación del género femenino: sólo un 22 de 100 de los trabajadores en esta tecnología son mujeres y, si se analiza una data internacional de 133 sistemas, estos presentan hasta un 44,2 de 100 de sesgos de género, El Mercurio, 2023. No obstante, si utilizamos la IA en pro de la equidad esta herramienta es muy útil para procesar grandes datos y algoritmos, logrando identificar sesgos de género y agilizando procesos para buscar la igualdad, Forbes Chile, 2023. La IA debe ser con perspectiva de género, y eso solo será posible si en el campo existe la representación femenina.",Espanhol
Chile,*chi_cyber *legenda_77,"Era la 5ª de 7 hermanos y decían que era una niña débil. Pero ella, de muy baja estatura y frágil contextura, se enamoró del montañismo; esto no sólo significó los esfuerzos físicos para conquistar cimas, sino que armar un grupo de escaladoras, ya que en su país la sociedad consideraba que las mujeres debían sólo buscar a alguien para casarse y servir el té. Junko Tabei fue la primera mujer en conquistar la cima del Everest, y las 7 cumbres más altas del mundo. Comenzó a interesarse en las montañas tras un paseo escolar al Monte Asahi, cuando tenía 10 años. Pero como no tenía los medios para el deporte, quedo relegado hasta que Tabei, después de estudiar literatura inglesa en la universidad, fundó el Club de Escalada para Mujeres de Japón. Tabei y sus compañeras trabajaron y juntaron dinero para las expediciones, incluso cuando les dijeron que deberían estar criando hijos en vez, según contó ella en entrevistas. Su marido, también escalador, cuidaba a sus dos hijos mientras ella iba a escalar. En 1975, después de reunir fondos, se organizó el grupo de 15 mujeres que intentarían llegar a la cima del Everest, la montaña más alta del mundo. Siguiendo la ruta de Edmund Hillary, que sólo habían emulado una treintena de personas antes que ella, Tabei lideró, e incluso sobrevivió una avalancha que la dejó sepultada y sin conocimiento por unos minutos. Sólo unos días después, Tabei conquistaba la cima como la 1ª mujer en lograr la hazaña. Tabei destacaba la mezcla de fortaleza física y mental que hay que tener para el alpinismo, y la confianza y espíritu de grupo. Aún si es difícil, puedes llegar a la cima más alta de Japón si vas paso a paso. Volvió a Japón convertida en una celebridad. Pero quiso ir por más; hizo expediciones a las montañas de más de 70 países y conquistó las 7 cumbres más altas del mundo; también fue la primera mujer en hacerlo. En las últimas décadas, sin dejar nunca de escalar, incluso cuando se le diagnosticó cáncer al estómago en 2012, se enfocó en trabajo ambientalista, y trabajaba con jóvenes. Murió en octubre del 2016.",Espanhol
Chile,*chi_cyber *legenda_78,"Con el fin de evitar los matrimonios forzados y los embarazos adolescentes en su país, la periodista guatemalteca Joseline Velásquez Morales trabaja educando a niñas en temas de derechos sexuales y reproductivos. Es parte del Grupo Multidisciplinario por la Defensa de los Derechos Sexuales y Reproductivos, de la Mesa A Favor de las Niñas y Adolescentes y miembro de las organizaciones GO Joven Guatemala y Artefacto ONG. En 2018 la BBC la reconoció como una de las 100 Mujeres más influyentes e inspiradoras del mundo. Guatemala se encuentra entre los países con mayor prevalencia de Matrimonios y Uniones Infantiles, Tempranas y Forzadas en América Latina y el Caribe; el 30/100 de las niñas se casan antes de cumplir 18 años. En esa realidad, Joseline apuesta por una educación emancipadora que les otorgue libertad y autonomía a las niñas y adolescentes para que crezcan con mejores condiciones y tengan más opciones en la vida. Creció en una colonia ubicada en una zona roja de la capital guatemalteca, llamada así por su alto índice de pobreza, delincuencia y el poco acceso a servicios públicos de calidad. Desde los 12 años fue testigo de cómo sus amigas de barrio y compañeras de curso quedaban embarazadas. Muchas tenían que abandonar los estudios y las casaban para mantener su honra. Se unió al colectivo Jóvenes sin Censura por la Educación Sexual Integral de la Asociación Pro Bienestar de la Familia y luego se sumó al movimiento GO Joven Guatemala. Comenzó a luchar por los derechos sexuales y reproductivos de adolescentes en condiciones de desigualdad, y colaboró con la organización de cabildos ciudadanos para impulsar la Ley Nacional de Juventud. Trabajó con comunidades rurales para ayudarlas a llevar a cabo acciones de prevención y atención a los embarazos, matrimonios y uniones forzadas. Asistió al Foro de Donantes de Centroamérica y a la Asamblea de Naciones Unidas para motivar a sus miembros a involucrarse en la problemática de uniones forzadas y en la implementación de estrategias de educación sexual integral en Latinoamérica.",Espanhol
Chile,*chi_cyber *legenda_79,"Jaha Dukureh es una activista gambiana que ha dedicado su vida a luchar por la erradicación de la mutilación genital femenina. Jaha nació en Gambia y fue sobreviviente de esta práctica cuando apenas tenía 1 semana de vida. Más tarde, también sería sometida a un matrimonio forzado cuando tenía solo 15 años. Su experiencia, y la llegada de su hija, la impulsaron a alzarla voz por las niñas y mujeres del territorio africano: Ser madre me convirtió en activista. Su trayectoria como defensora comenzó con su valiente testimonio sobre los efectos devastadores de la mutilación genital femenina en su vida personal. Fundó Safe Hands for Girls, una organización sin fines de lucro que se enfoca en la prevención de esta práctica, brindando apoyo a las víctimas. Su labor se ha extendido globalmente, abogando incansablemente por políticas y programas que protejan a las mujeres y niñas de la mutilación genital femenina y promuevan la educación sexual y los derechos reproductivos. Además, en colaboración con otras organizaciones de mujeres y de la sociedad civil, apeló al gobierno de Gambia, contribuyendo en la prohibición de esta práctica. En 2016 la activista fue parte de la lista Time 100 de las personas más influyentes del mundo. En 2017 fue reconocida como una de las 100 personas africanas más influyentes por la revista New African; mismo año en el que no solo protagonizó la película documental Jahas Promise que retrata su vida y lucha contra la mutilación genital femenina, sino que también fue condecorada con el galardón Activista por los derechos humanos y la ayuda humanitaria del año en los Premios de la Diáspora Africana. En 2018, ONU Mujeres la designó como Embajadora Regional de África: No tendremos igualdad hasta que las niñas puedan crecer teniendo el control de su cuerpo y de su futuro, declaró la activista ante el organismo internacional.",Espanhol
Chile,*chi_cyber *legenda_80,"Los estereotipos y roles de género están presentes en TODOS los ámbitos de la vida de una mujer impuestos por la sociedad. No queremos que más niñas crezcan pensando que hay solo un tipo de carrera o profesiones a las que pueden optar. Perpetuar los roles de género solo limita los sueños y posibilidades de nuestras niñas y mujeres. La construcción es, como muchos, un rubro que está considerado solo para hombres porque es trabajo físico, acá tenemos el ejemplo de que esta idea además de ser muy sesgada y discriminatoria, es irreal. Muchas mujeres se desempeñan en construcción en tareas físicas, ingenieriles, de arquitectura, carpinterías, etc y llevan años haciéndolo. Esto demuestra que el estereotipo es totalmente errado y que solo haciendo esto consciente y cuestionando TODO, podemos deconstruir para construir desde la equidad.",Espanhol
Chile,*chi_cyber *legenda_81,"La brecha salarial es violencia simbólica y violencia económica Claudia Goldin, docente e investigadora ganadora del Premio Nobel de Economía, es una precursora en el análisis de la brecha salarial de género. Sus estudios son muy importantes para detectar por qué la brecha salarial entre hombres y mujeres continúa siendo tan amplia, y entrega algunas claves de cómo las empresas o instituciones podrían abordarla. Sus investigaciones han examinado más de 200 años de historia encontrando los factores que afectan la generación de empleo y nivel de salarios. Demostrando que desde los primeros inicios de la mujer en ámbitos laborales, su tiempo se vio dividido entre los cuidados domésticos y el trabajo. Su trabajo también apunta a que esta desigualdad entre hombres y mujeres se debe a la asignación del trabajo al interior del hogar y la posibilidad de sortear las dificultades asociadas a conciliar el trabajo remunerado y la familia. Aunque aún falta mucho camino para recorrer en temas de igualdad salarial, es importante este reconocimiento, ya que sirve como una hoja de ruta para navegar hacia una economía más inclusiva.",Espanhol
Chile,*chi_cyber *legenda_82,"Este 25 de noviembre es el Día_Internacional de la Eliminación de la violencia_contra_la_mujer, y nos reuniremos para marchar juntas. En Santiago, la convocatoria es a las 18h00 horas en Plaza Dignidad. También te dejamos información de las convocatorias. Si estás organizando una manifestación o tienes información de otras convocatorias, etiquétanos en tus historias para compartir la información y hacer de este día un momento para unirnos a lo largo de todo el país. Estamos juntas y más unidas que nunca. Unidas contra la violencia que aún vivimos a diario y unidas para lograr los cambios que necesitamos. Porque, cuando estamos juntas, nada ni nadie nos para.",Espanhol
Chile,*chi_cyber *legenda_83,"Teórica_marxista del feminismo_anticapitalista, la filósofa e historiadora Silvia_Federici cofundó el Colectivo_Feminista Internacional, el Comité_para_la_Libertad_Académica_en_África, CAFA, e impulsó las campañas Salarios_para_el_Trabajo_Doméstico. La investigadora plantea que el trabajo_doméstico, reproductivo y de cuidados que hacen gratis las mujeres es la base sobre la que se sostiene el capitalismo. Nacida en Italia, a los 25 años se mudó a Estados_Unidos para estudiar filosofía en la Universidad_de_Buffalo. En los años 70, abogó para que a las mujeres se les reconociera y remunerara las labores_domésticas. Cofundó el Colectivo_Feminista_Internacional para promover el debate acerca del trabajo_reproductivo. A partir de esto, se formaron comités en todo el mundo para exigir un salario por el trabajo_doméstico. Se mudo a Nigeria, África, donde se desempeñó como profesora. En 1991 cocreó CAFA para apoyar a los estudiantes y docentes que se oponían a la implementación del Programa_de_Ajuste_Estructural, patrocinado por el Fondo_Monetario_Internacional y el Banco_Mundial, que recortó presupuestos educacionales, aumentó las tasas estudiantiles y reprimió a quienes estuvieran en contra. Escribió, Calibán_y_la_bruja_mujeres_cuerpo_y_acumulación_originaria, donde fundamentó que el trabajo_doméstico es una forma de relación_social construida por el capitalismo. Más tarde publicó Revolución en punto cero trabajo_doméstico reproducción y uchas feministas, planteando que la remuneración de los trabajo gratuitos de reproducción_social mejoraría las condiciones de las mujeres. Para Silvia Federici hoy el movimiento_feminista tiene al menos tres tareas, establecer una visión de hacia dónde vamos, construir estrategias, debates, desarrollar investigaciones y definir qué herramientas necesitamos para construir una lucha proactiva y constructiva. El feminismo hoy no se limita solo a cambios en las condiciones de las mujeres. Las feministas tienen algo que decir sobre absolutamente todo, dijo en una entrevista. Es fantástico el trabajo de recopilación de distintas autoras que realiza en El patriarcado del salario, libro que estoy leyendo por tercera vez, muy muy muy importante la mirada de las feministas de los años 70, pioneras.",Espanhol
Chile,*chi_cyber *legenda_84,"La ciencia también es de mujeres. ¿Sabías que solo el 30 por cientode las personas investigadoras en ciencias son mujeres? Los estereotipos y las normas_sociales restan e invisibilizan al género_femenino de estos campos de estudios, pero eso no es todo. Una vez dentro el problema es aún mayor al no existir políticas que garanticen el óptimo desarrollo de las mujeres en la ciencia. Según la ONU, las mujeres escriben anualmente tantos artículos científicos como los hombres, pero sus posibilidades de aparecer en revistas de prestigio son menores, reciben becas de investigación más modestas que sus pares, suelen tener carreras más cortas y peores pagadas, y no ocupan cargos de alto nivel en los campos de estudios. La igualdad_de_género es vital para el progreso económico y sostenible del mundo, es por eso que cada 11 de febrero se conmemora el Día_Internacional de la Mujer y la Niña en la Ciencia, fecha que reconoce el rol clave que desempeñan las mujeres en el mundo STEM, apelando a la comunidad internacional a garantizar el acceso a los campos de investigación de manera plena e igualitaria. En el marco de este día te contamos de iniciativas nuevas que buscan promover la participación de niñas y mujeres en el mundo de la ciencia y tecnologías: Plataforma que busca empoderar a las niñas a través de talleres gratuitos de programación e incentivar vocaciones científicas y tecnológicas. Programa formativo para niñas y adolescentes que busca reducir la brecha de género que existe en las áreas STEM a través de la formación académica y la gestión de proyectos de innovación_social.  Organización que ofrece charlas, talleres y cursos gratuitos de niñas para niñas, para empoderar y brindarles herramientas en áreas con alta brecha_de_género. Plataforma que entrega recursos_educativos gratuitos para niñas y estudiantes de todo el mundo para que puedan involucrarse en el campo de la computación cuántica. Organización que empodera a mujeres a iniciar y desarrollar carreras en tecnología.",Espanhol
Chile,*chi_cyber *legenda_85,"Con 9 décadas de historia, solo 8 mujeres han sido nominadas a mejor director en los Oscars, Lina_Wertmüller 1975, Jane_Campion 1993 y 2022, Sofia_Coppola 2003, Kathryn_Bigelow 2009, Greta_Gerwig 2017, Emerald_Fennell 2021, Chloé_Zhao 2021 y Justine_Triet 2024. Según World_Economic_Forum, únicamente un 17_por_ciento de los directores y escritores en la industria son mujeres. Y de acuerdo a los datos del último informe de la Asociación_de_Mujeres_Cineastas_y_de_Medios_Audiovisuales, CIMA, las mujeres representan sólo 37_por_ciento del total de profesionales frente a un 63_por_cientode los hombres. De los 13.253 nominados a los Premios_de_la_Academia desde 1929, el 17_por_ciento fueron mujeres y el 83_por_ciento hombres, es decir, 1 de cada 5. Justine_Triet y la edición 2024. Anatomía de una caída es un filme que centra su historia en la sospechosa muerte de un hombre que cae desde la ventana de su hogar en los Alpes_franceses. Su hijo ciego y su perro son los únicos testigos del incidente y el foco de la investigación está puesto en su esposa. Un drama judicial que nos induce en las complejidades del matrimonio y los vínculos. Junto a esta cinta Justine_Triet se convirtió en la tercera directora en ganar la Palma_de_Oro, tras Jane_Campion y Julia_Ducournau, y hoy es la única mujer nominada en la categoría a Mejor Director a los Oscar 2024. Además, en la edición número 49 de los César, Justine y su filme se llevaron los principales premios, dirección y mejor_película o mejor guion original. Directora y guionista de cine_francesa, Triet posee un trabajo cinematográfico que ha explorado la complejidad de las relaciones_humanas, las luchas_sociales y de las mujeres, mezclando elementos de comedia, drama y thrillers. La francesa es también parte del colectivo 50 y 50 que centra sus esfuerzos en plasmar la paridad en el cine. El cine debe contribuir a la revolución_social feminista. Hoy tengo claro que necesitamos historias hechas por mujeres, dirigidas por mujeres, juzgadas por mujeres. Todavía estamos muy lejos de la paridad, recalcó en el diario El País.",Espanhol
Chile,*chi_cyber *legenda_86,"Hoy fue un 8M histórico en nuestro país, donde millones de mujeres se juntaron a marchar por todo Chile. Hoy conmemoramos la lucha de muchas, y tenemos que salir a la calle en todas partes del mundo a protestar por nuestros derechos, a exigir igualdad_de_condiciones, de oportunidades, de pago, de Derechos. Y no derechos extra, sino Derechos básicos. Parece mentira que en el 2020, cuando el mundo, la tecnología, la ciencia, han avanzado tanto, aún no avancemos en temas básicos como la igualdad y equidad_de_género. Que nos sigan matando, violando, abusando, pagando menos y que además nos culpen por eso. Que aún tengamos que hacer la pega_doble, trabajo y casa, donde aún nos digan cómo tenemos que ser, cómo vestir. Esto recién empieza, porque si las sociedades alrededor del mundo no han sido capaces de respetarnos, lo vamos a hacer por nuestra cuenta. Las mujeres salimos a la calle a decirle al mundo que no vamos a parar hasta que el feminismo se haga costumbre. 8m, sororidad, feminismo. Las fotos son de la marcha en Santiago, Valparaíso, Talca, Copiapó, Linares, Rancagua, Antofagasta, Valdivia y La Serena.",Espanhol
Chile,*chi_cyber *legenda_87,"Cuando hablamos de la sororidad como una herramienta_de_lucha es a esto a lo que nos referimos. Por una parte, mujeres que usan su voz y su poder para visibilizar a otras y empatizar con luchas_colectivas. Por otra parte, mujeres que se atreven a denunciar y contar su historia y se acompañan en el dolor para lograr cambios. El lunes vivimos una jornada histórica en el Festival_de_Viña, donde tres mujeres maravillosas y poderosas, cada una desde su estilo nos mostraron sobre el escenario que la sororidad es el camino. Evidenciaron que las mujeres de hoy ya no buscamos competencia, somos unidad, compañerismo y colaboración. El mismo día se conoció el veredicto del juicio en contra de Harvey_Weinstein, donde al fin hubo una victoria para el movimiento Me_Too. Aunque sólo fue considerado culpable de 2 de los delitos_sexuales por los que ha sido acusado, Weinstein deberá ir a prisión y a sus 67 años, arriesga entre 5 y 25_años de cárcel. El movimiento Me_Too comenzó el año 2017, cuando más de 80 mujeres, entre ellas Angelina_Jolie y Gwyneth_Paltrow, acusaron de ataques_sexuales a Weinstein. A raíz de estas denuncias comenzó una cadena de millones de mujeres de todo el mundo que se atrevieron al fin a contar su verdad, y gracias a ellas, descubrimos que no éramos las únicas, que no estábamos y nunca más estaremos solas y que entre nosotras sí nos creemos. Gracias a todas las mujeres que dan la pelea, gracias por sacar la voz por las que no pueden. Gracias, porque luchando estamos logrando avances. Lograremos un futuro feminista, porque lucharemos hasta que la sororidad se haga costumbre.",Espanhol
Chile,*chi_cyber *legenda_88,"Prepárate para la previa rebelde 8M. Este sábado 2 de marzo les invitamos a una jornada centrada en el cuidado mutuo para recargar energías y prepararnos para el 8M. En esta jornada nos estarán acompañando junto a charlas, un conversatorio y stand informativos las siguientes agrupaciones de 11.15 a 12.45 hrs. Asociación que trabaja por la promoción del enfoque_de_género en la obstetricia y ginecología. Agrupación de mujeres ciclistas que desde 2019 se organiza con el objetivo de incentivar y democratizar el uso de la bicicleta en mujeres y disidencias. Plataforma intercultural, colaborativa, de Bienestar_Creativo, amor_propio, autenticidad. centro_de_Terapia, estudios, supervisión_clínica y formación en psicoterapia_con_perspectiva_de_género. Tendremos los siguientes talleres de 12.50 a 14.30 hrs. Taller_de_Autocuidado, espacio de autocuidado, reflexión y calma a través del reconocimiento del sistema_de_regulación y la expresión_artística_del_collage, Lugar Auditorio. Taller_de_Lecturas_feministas_del_Sur Conocer y conversar sobre autoras del sur global contemporáneas cuya obra está atravesada por el feminismo, Lugar Sala 2. Esta es una instancia_gratuita para mujeres y personas_no_binarias, separatista y transincluyente. Para participar inscríbete en el link de la bio. Cupos limitados.",Espanhol
Chile,*chi_cyber *legenda_89,"Tener voz en la sociedad es también una responsabilidad, por eso es importante fomentar y formar niñas pensadoras, que reflexionan, son informadas, críticas y entusiastas por aprender. Niñas_Valientes se han unido para empujar la importancia del conocimiento, a través de referentes y mujeres inspiradoras. Pensar, reflexionar, cuestionar las cosas ¿Te ha pasado que en ese ir y venir de pensamientos estás de acuerdo o en desacuerdo o descubres una arista que debes investigar más en profundidad? Es que eres una Niña Pensadora y estas formando una opinión respecto a temas de tu interés. De seguro encontrarás raro que en el plan lector, bibliografías o cuando muestran a un referente, suelen ser más hombres que mujeres. Esto es una brecha_de_género que presente en nuestra sociedad_intelectual, pero no significa que no existan mujeres con voz propia en espacios de investigación o divulgación en torno a las humanidades, las ciencias o matemáticas. Conocer vidas fascinantes, lleva también a interesarse por sus diferentes áreas del mundo_intelectual. O por sus inspiraciones. El ser pensadoras abre el camino para luego ser mujeres_activas, apasionadas por sus intereses y agentes_de_cambio.",Espanhol
Chile,*chi_cyber *legenda_90,"Es la fundadora y CEO de Code_to_Inspire, una organización_sin_fines_de_lucro que busca la alfabetización_digital y educación para niñas y jóvenes en Afganistán. Fereshteh_Forough lucha por el empoderamiento_femenino, en un país en el que se estima que dos tercios de las niñas no asisten a la escuela y las mujeres enfrentan grandes obstáculos_culturales para tener un trabajo e independencia_financiera.",Espanhol
Chile,*chi_cyber *legenda_91,"El 11 de octubre de 2011 se instauró como el primer Día_Internacional_de_La_Niña. Para resguardar sus derechos, para respetarlas y cuidarlas, para darles herramientas, que puedan cumplir sueños y metas, y para visibilizar las dificultades que enfrentan, desde no poder ir al colegio, la obligación de casarse, ser discriminadas u obligadas a trabajar. En Mujeres_Bacanas soñamos con un mundo de niñas bacanas, libres, fuertes y empoderadas.",Espanhol
Chile,*chi_cyber *legenda_92,"Día_Internacional_contra_la_Homofobia_la Transfobia_y_la_Bifobia.  Hoy 17 de Mayo, conmemoramos este día con el objetivo de denunciar la discriminación en contra de la comunidad_LGBTIQ en el mundo.  Apesar de la cuarentena, se alza la voz en redes_sociales, con la campaña Rompiendo el silencio que incita a que quienes aún sigan en el closet no tengan miedo de mostrarse como verdaderamente son, porque no es una enfermedad, no es un problema_psicológico, es simplemente una orientación_sexual, ¿qué tendría de malo? Malo puede ser el ambiente que te rodea pero no tú porque no tienes nada raro. Cada día la sociedad se intenta abrir a este nuevo espacio, donde las minorías sacan la voz y exigen derechos los cuales seguiremos exigiendo hasta que sean cumplidos.",Espanhol
Chile,*chi_cyber *legenda_93,"Homofobia y bifobia. La homofobia, es el acto de rechazo, repudio, prejuicio o discriminación hacia mujeres y hombres que les gusta su mismo genero.  Según Amnistía_Internacional, más de setenta países persiguen a los homosexuales y ocho hasta los condenan a muerte.  La palabra homofobia fue utilizada por primera vez por el psicólogo estadounidense George_Weinberg en 1971. Años atrás, Wainwright_Churchill se había referido a la homoerotofobia.  Otro concepto relacionado es el heterosexismo o heterocentrismo, el cual permite darle nombre a la creencia de que los heterosexuales son, por naturaleza, organismos superiores en relación a los homo y a los bisexuales.  Por otro lado, la bifobia es el odio, rechazo, repudio, prejuicio o discriminación hacia las personas que les atraen ambos sexos. Al igual que la homofobia y otros tipos de discriminación hacia la comunidad LGBT+. aquellas personas que rechazan, discriminan la diversidad_sexual de mujeres, hombres o binaries.  En cuanto a la fobia_bisexual, se cree que estas personas están pasando por fases entre hetero-homo. Esa creencia también es discriminación ya que cancela la atracción de las/e bisexuales e incitando a creer que no existe.  Que nadie te diga a quien debes amar",Espanhol
Chile,*chi_cyber *legenda_94,"Justicia_para_las_caídas. Este 2021 comenzará con una pandemia que estamos arrastrando del año pasado, con muertes, violencia, femicidios. Actos que provocan un gran remezón en la comunidad, porque nos asesinan sólo por el hecho de ser mujeres y ¿qué hace el gobierno, el Estado? Nada. No endurece las leyes, no proporciona la ayuda necesaria para las mujeres que son víctimas de violencia, que necesitan apoyo, protección. Ni siquiera se puede confiar en quienes deberían protegerlas, porque no lo hacen. Prefieren estar del lado del violador, del femicida, del maltratador. Debemos salir a manifestarnos, a exigir justicia por nuestros propios medios porque es la única manera de ver un resultado, que las muertes de nuestras hermanas no sean en vano, porque nos dan la fuerza necesaria para salir y gritar por ellas y por todas las demás.",Espanhol
Chile,*chi_cyber *legenda_95,"Ni una menos.  Convocatoria masiva de mujeres que salió a las calles para exigirle al Estado políticas y presupuesto que eviten los femicidios, pero también para marcar la agenda nacional con el debate sobre el machismo y sus consecuencias_fatales.  El 3 de junio de 2015, el asesinato de una joven rosarina de 14_años, Chiara_Páez, terminó por conmover e indignar al movimiento de mujeres, que venía de realizar varias marchas para pedir justicia por diferentes femicidios aislados.  La convocatoria de realizar una gran marcha por todo el país surgió de periodistas y militantes que fueron fogoneando la fecha con unas semanas de antelación. Finalmente, ese día la convocatoria superó ampliamente las expectativas, haciendo surgir un movimiento que pasaría para siempre a la historia.  De hecho, el Ni  una menos que comenzó en Argentina se replicó en los años siguientes en diferentes partes de América Latina y el mundo.  Ahora, cinco años después, el movimiento de mujeres seguirá pidiendo justicia por los constantes femicidios, que según las últimas estadísticas se producen cada 28 horas, pero también incorporará consignas relacionadas a las consecuencias de las políticas de ajuste que impacta contra las mujeres. Dentro de una sociedad todavía fuertemente patriarcal, las mujeres son las más golpeadas a la hora de conseguir trabajo y realizar tareas en el hogar y el cuidado de los hijos e hijas.",Espanhol
Chile,*chi_cyber *legenda_96,"Femicidios en Chile. Cuáles son los casos de femicidio con mayor sanción penal? Comete femicidio el hombre que mata a una mujer que es o ha sido su cónyuge o conviviente, o con quien tiene o ha tenido un hijo en común. Se aplicará una condena que puede ir de quince_años y un_día_de_cárcel hasta el presidio_perpetuo_calificado, que le impide al sentenciado postular a la libertad_condicional antes de cumplir los 40_años preso. La misma pena se impondrá al hombre que mata a una mujer en razón de tener o haber tenido con ella una relación de pareja de carácter sentimental o sexual_sin_convivencia. Así como el hombre que mata a una mujer en razón de su género. ¿Qué pasa si el autor del crimen viola y mata a una mujer? Se considera delito_de_violación con femicidio y se aplica la pena de presidio_perpetuo_simple a presidio_perpetuo_calificado. ¿Qué circunstancias agravantes puede considerar la justicia? 1. Encontrarse la víctima embarazada. 2. Ser la víctima una niña o una adolescente menor de dieciocho_años de_edad, una mujer adulta mayor o una mujer en situación de discapacidad. 3. Ejecutarlo en presencia de ascendientes o descendientes de la víctima, padre, madre, abuelo, abuela, hijos, hijas, nitos nietas, etc. 4. Ejecutarlo en el contexto de violencia_física o psicológica habitual del hechor contra la víctima.",Espanhol
Chile,*chi_cyber *legenda_97,"Insultar sin oprimir, ¿se puede? Cuesta no decir otro tipo de insultos que muchas veces esos patrones los tenemos arraigados de la infancia. ¿A quién no le han dicho que si una mujer es activa_sexualmente es una puta? Y después terminamos insultando de esa manera. O cuando decimos conchetumadre estamos insultandonos a nosotras, a nuestras madres, y está totalmente normalizado, es súper común ver ese tipo de insultos pero eso no quiere decir que esté bien. Al contrario, terminamos descalificando e incentivando la violencia. ¿Cómo le hacemos para cambiar estos patrones? Hay que comenzar por analizar lo que hablamos y deconstruiste. Cuestionarse, incitar al diálogo para poder llegar a diversas conclusiones que te ayuden a entender el tema. Al insultar pregúntate, ¿a quién estoy oprimiendo? Ve otras formas más sanas de resolver los problemas. Es bueno descargar la rabia que sentimos pero hay otras formas de hacerlo, no es necesario insultar.  ¿Lo que digo está promoviendo el patriarcado?",Espanhol
Chile,*chi_cyber *legenda_98,"Cada vez somos más, Sacamos la voz, Somos juzgadas, Al violador lo perdonaron, A ella no. Cada vez somos más, Reclamando el nombre de todas las muertas, Las violadas, Violentadas, Abusadas, Explotadas; Cada vez somos más, Y no nos más a callar, Porque aquellas que les cortaron la voz, Las volveremos a reclamar; Por todas nuestras compañeras, Que no han podido luchar, Porque el Estado les arrebató la justicia, Y se vendaron los ojos como si nada.Cada vez somos más.",Espanhol
Chile,*chi_cyber *legenda_99,"Placer. Un término amado pero a la vez odiado. ¿Por qué? Porque como mujeres hemos sido privadas de él en mucho tiempo e incluso en la actualidad se sigue condenado, catalogándonos de sucias, impuras, sin derecho a ser humanas. El placer es parte de nuestra naturaleza como seres, es lo que nos ha proporcionado la vida y no hay nada de malo disfrutarla, sentirla, abrirte a la experiencia de tener una maravillosa vivencia. El placer es sano, saludable y una acción tan importante de autodescubrimiento y autoestima, que entre más descubres lo genial que es tu cuerpo, más razones tendrás de aceptarlo y amarlo. De la misma forma que dice en el video, eres digna de que tu cuerpo sea sostenido, que puedas ser feliz y aceptarlo tal cual es porque no existe la perfección que tanto nos intentan vender, el cuerpo_ideal que puedes alcanzar con dieta y ejercicio. No existe, es solo una idea de marketing para inducirte a comprar. El verdadero cuerpo ideal es el tuyo, tal cual esta y de esa forma que se ve. Tú eres ideal y mereces ser respetada, amada, valorada de la misma forma. Disfruta tu cuerpo, siéntelo, abrázalo, dale un espacio en tu corazón para aceptarlo y sacar lo mejor de ti.",Espanhol
Chile,*chi_cyber *legenda_100,"¿Cómo comenzar a disfrutar de tu cuerpo? No tengas miedo en disfrutar tu sexualidad y comenzar a conocer tu cuerpo. Es totalmente válido y no debería de ser para nada vergonzoso. Nuestro cuerpo está diseñado para disfrutar del placer, por algo existen las zonas_erógenas y comenzar a cuestionarse o catalogarlo de algo impropio solo se convertirá es un estigma que muchas veces no te dejará sentirte a gusto o libre. Algunos tips para comenzar. Conoce tu cuerpo. Para saber lo que te gusta o acomoda a la hora de disfrutar tu sexualidad lo mejor es iniciar conociéndote sin juzgarte, sólo amándote.   Aceptarse y quererse.Cuando quieres vivir la vida_sexual de forma plena una de las bases es aceptarse y quererse porque verás el valor que tienes y comenzarás a hacer espacio a tu propio placer.  Busca tu propio placer.En caso de estar con otra persona, también es importante que disfrutes tú y no dejar que sólo una parte lo haga porque para eso está el sexo, para que disfruten ambos o varios. Descubre tu parte_erótica. Permítete darte un espacio para tu propio deleite, averiguar tu deseo y vivirlo de manera plena.  Chao vergüenzas. Al principio puede costar montones no sentir vergüenza cuando comienzas a conocerte o conocer a otras personas pero es lo mejor para que puedas ser realmente te feliz. Nadie es perfecta o perfecte, todas y todes tenemos defectos pero eso también nos hace bellas y belles. Que eso no limite tu felicidad.",Espanhol
Chile,*chi_cyber *legenda_101,"Lamentablemente son comentarios que escuchamos por cualquier parte. Al final la sociedad no se sacia con un tipo de cuerpo sino que los critica a todos, así que lo más importante es lo que piensas de ti misma, lo que vales y cuán bella eres, con celulitis, granos, kilos demás o kilos menos, alta o baja, con marcas en la piel, con curvas o sin ellas, con todo lo que tu cuerpo tiene.",Espanhol
